Session.ID,Session.Title,Date,Start.Time,Location
13399,Foraging/Food habits: Demographic and seasonal variation in biofilm consumption by migratory Western Sandpipers (Calidris mauri),6/27/19,1145,4
13241,Habitat relationships: Habitat Modeling for Desert Thrashers,6/27/19,1030,5
13402,Habitat relationships: The importance of dynamic conservation programs to shorebirds in California’s Central Valley,6/27/19,1045,5
12336,Habitat relationships: Spanning the Habitat Gradient: Red-headed Woodpecker Nest-site Selection in Three Distinct Cover Types,6/27/19,1100,5
13030,Habitat relationships: Innovations in measuring habitat: nest-site selection of grassland songbirds in northern mixed-grass prairies,6/27/19,1115,5
13187,"Habitat relationships: Survival, Habitat Selection, and Behavior of Post-fledging Golden-cheeked Warblers",6/27/19,1130,5
12741,Habitat relationships: Woodpecker nest survival and density in relation to a pine beetle outbreak,6/27/19,1145,5
13393,Movements/Dispersal: Investigating Aleutian Tern Breeding Season Movements Using Satellite Telemetry,6/27/19,1030,6
12684,Movements/Dispersal: Preferred orientation of vagrant passerines during autumn migration,6/27/19,1045,6
12609,Movements/Dispersal: Agent-based modeling and simulation – what’s in it for ornithologists?,6/27/19,1100,6
12987,Movements/Dispersal: Alternative pathways to success: transient dispersers in a cooperative breeding corvid,6/27/19,1115,6
13074,Movements/Dispersal: Pacific Arctic seabird communities: a decade of change viewed through the lens of the Distributed Biological Observatory’s at-sea surveys,6/27/19,1130,6
12727,Movements/Dispersal: Seasonal and directional dispersal behavior in an ongoing dove invasion,6/27/19,1145,6
13053,"Abundance, occupancy, trends: Population Trends and Connectivity of Snowy Plovers on the Southern Great Plains",6/27/19,1400,1
13343,"Abundance, occupancy, trends: Trends in Abundance and Habitat Associations of Forest Birds on Southern National Forests 1992-2017",6/27/19,1415,1
12969,"Abundance, occupancy, trends: Long-term avifaunal change in undisturbed Amazonian rainforest:  Pervasive declines and shifting baselines",6/27/19,1430,1
13084,"Abundance, occupancy, trends: Estimating Hawaiian songbird population density using machine-learning produced annotations of automated acoustic recordings",6/27/19,1445,1
13160,"Abundance, occupancy, trends: Factors related to occupancy dynamics and breeding propensity of Northern Spotted Owls in a protected area: habitat, weather and Barred Owls",6/27/19,1500,1
13069,"Abundance, occupancy, trends: Applying an Ensemble of Small Models to Predict Breeding Distribution of Virginia’s Warbler in South Dakota",6/27/19,1515,1
13443,Annual cycle: Carry-over effects of breeding season habitat on a long-distance migrant,6/27/19,1400,6
13330,Annual cycle: Large-scale phenological dynamics of North American passerines,6/27/19,1415,6
13131,Annual cycle: Alternate migration strategies mediate the effects of stochastic and predictable climatic changes on migratory birds,6/27/19,1430,6
13446,Annual cycle: Breeding ground habitat loss is the primary driver of population declines for a long-distance migratory songbird,6/27/19,1445,6
12723,Annual cycle: Hatching date influences winter habitat quality: Examining seasonal interactions across the full annual cycle in prairie warblers,6/27/19,1500,6
12826,Annual cycle: Geolocators and stable isotopes reveal the migratory route and overwintering locations of an arctic-breeding passerine,6/27/19,1515,6
13288,"Conservation: Population genetics of a Beringian endemic, Rock Sandpiper",6/27/19,1400,5
12859,Conservation: How Do Seabirds See Light? Spectral Effects on the Temporal Sensitivity of Hawaiian Seabirds,6/27/19,1415,5
12516,"Conservation: The Endangered Black-capped Vireo (Vireo atricapilla): Status after 30 Years of Recovery Management in Oklahoma, USA",6/27/19,1430,5
12901,Conservation: Year-round monitoring reveals a unique seasonal pattern of bird-window collisions along the Pacific coast of North America,6/27/19,1445,5
13182,Conservation: The effects of habitat management and landscape context on northern bobwhite winter survival in southwest Missouri,6/27/19,1500,5
13373,Conservation: Mapping wetland habitat using remote sensing data for the critically endangered White-bellied Cinclodes (Cinclodes palliatus),6/27/19,1515,5
12533,Disease/Parasites: Extensive in situ radiation of feather lice on tinamous,6/27/19,1400,4
13338,Disease/Parasites: Ecological drivers of backyard bird feeding and consequences for parasite transmission,6/27/19,1415,4
12995,Disease/Parasites: Role of food availability on a bird's response to a West Nile virus infection,6/27/19,1430,4
13464,Disease/Parasites: Haemosporidians show seasonal patterns but little host specificity within a chickadee hybrid zone,6/27/19,1445,4
12834,Disease/Parasites: Avian genomic ‘bycatch’ facilitates the study of symbiont ecology and evolution,6/27/19,1500,4
13440,Disease/Parasites: Sialic Acid Quantity and Glycosidic Linkage on Avian Erythrocytes,6/27/19,1515,4
13227,Evolution: Skeletal distribution of medullary bone in Neornithes - implications for the identification of reproductive tissues in non-avian dinosaurs,6/27/19,1400,3
13134,Evolution: Replicated invasions reveal hotspots of natural selection in the European Starling,6/27/19,1415,3
13385,"Evolution: Testing for adaptive introgression across elevation in a rapid radiation, the South American siskins (Spinus)",6/27/19,1430,3
13089,Evolution: The Indirect Effect of Flight Demands on Egg Shape in Migratory and Sedentary Fork- tailed Flycatchers (Tyrannus savana),6/27/19,1445,3
13128,Evolution: Unidirectional introgression between Rhegmatorhina hoffmannsi and R. berlepschi in the Amazon Forest,6/27/19,1500,3
13085,Evolution: Bill size evolution in response to human-mediated ecological change in a tidal marsh songbird,6/27/19,1515,3
12680,Population biology: Pintail populations became more vulnerable to climate change under agricultural intensification,6/27/19,1400,12
13065,"Population biology: Population Demographics, Breeding Ecology, and Responses to Grazing of Montana Sagebrush Steppe Songbirds",6/27/19,1415,12
13162,Population biology: Population ecology of Spruce Grouse in commercially-managed forests,6/27/19,1430,12
13397,Population biology: Long-term change in the intrinsic and extrinsic drivers of individual fitness,6/27/19,1445,12
13292,Population biology: Comparative demography at the core and southern edge of the black-throated blue warbler breeding range,6/27/19,1500,12
13154,Population biology: Unintended consequences of translocation: Reproductive skew and reduced effective population size in the red-cockaded woodpecker,6/27/19,1515,12
12981,Behavior: Testing the Social Intelligence Hypothesis in wild birds,6/27/19,1600,12
13044,Behavior: Manipulated Sex Ratios Alter Group Structure and Cooperation in the Brown-headed Nuthatch,6/27/19,1615,12
13473,Behavior: Helpers mitigate negative effects of predation threat in the cooperatively breeding purple-backed fairy wren,6/27/19,1630,12
13018,Behavior: Investigating the role of avian vocalizations as 'magic traits' using on-bird sensors,6/27/19,1645,12
13112,Behavior: AI seeking birds at night: an innovative method to monitor the position of nocturnal species using microphone arrays and robot audition HARK,6/27/19,1700,12
12925,Behavior: A tale of two todies: understanding how vocalizations mediate behaviors in a sympatric zone,6/27/19,1715,12
12240,Conservation: Site Fidelity and Pairing Behavior in a Wintering Population of American Kestrels in North Texas,6/27/19,1600,5
12787,Conservation: Life on the edge: density and demography of marsh wrens and seaside sparrows in northeastern Florida,6/27/19,1615,5
12465,"Conservation: Saving the Kiwikiu (Pseudonestor xanthophrys): Recovery Efforts in Maui, Hawaii",6/27/19,1630,5
12744,Conservation: Forest Area Required to Support Landbird Population Goals for the Mississippi Alluvial Valley,6/27/19,1645,5
13293,Conservation: Do Piping Plovers in the Northern Great Plains Function as a Metapopulation & Why Does it Matter for Conservation?,6/27/19,1700,5
13136,"Conservation: Generating Indicator Species for Monitoring and Management for the Cockscomb Basin Wildlife Sanctuary, Belize",6/27/19,1715,5
13425,Genomics: Population Genomics of Greater White-fronted Goose,6/27/19,1600,3
13080,Genomics: The long and the short of it: linking genome-wide signatures of selection across evolutionary timescales in birds,6/27/19,1615,3
13261,Genomics: Comparative Genomic Structure within Alaskan galliforms,6/27/19,1630,3
13000,Genomics: Evolutionary genomics of the Brown Creeper,6/27/19,1645,3
12930,Management/Policy: Landscape composition explains high rates of dispersal in translocated lesser prairie-chickens,6/27/19,1600,4
13198,Management/Policy: The Interactive Effects of Fire and Recreation on Golden Eagles,6/27/19,1615,4
13528,Management/Policy: Duration of corvid response to forest restoration thinning: Implications for conservation of the threatened marbled murrelet,6/27/19,1630,4
13312,Management/Policy: Effective multi-scale governance for migratory shorebirds. Lessons from the EAAF and an Australian wetland site,6/27/19,1645,4
12799,Migration/Stopover: Examining shifted spring phenologies of seasonal avian migration: From Texas to Alaska,6/27/19,1600,6
13378,Migration/Stopover: Global trends in avian partial migration: a meta-analysis,6/27/19,1615,6
12713,Migration/Stopover: Mesoscale winds shape spring stopover distributions of migrating birds along the Gulf of Mexico,6/27/19,1630,6
13244,"Migration/Stopover: Nocturnal Bird Migration and Light: Midnight Sun, a Solar Eclipse and Artificial Light",6/27/19,1645,6
13523,Migration/Stopover: Migration of Buff-breasted Sandpipers at two key regions in the mid-continent: northern Gulf of Mexico and the Flint Hills,6/27/19,1700,6
13296,Migration/Stopover: Migratory bird twilight ascent and descent rates along the southwestern shoreline of Lake Erie,6/27/19,1715,6
13442,"Abundance, occupancy, trends: The Effects of Recreational Activities on Avian Occupancy in a High Latitude Tundra Ecosystem",6/26/19,1030,1
13181,"Abundance, occupancy, trends: Juniper expansion in the sagebrush ecosystem: Avian predator occupancy patterns and implications for Sage-Grouse habitat restoration",6/26/19,1045,1
12252,"Abundance, occupancy, trends: Bias in estimated breeding-bird abundance from individual movement",6/26/19,1100,1
13125,"Abundance, occupancy, trends: Distribution update, habitat use and conservation status assessment of the Grey-bellied Comet (Taphrolesbia griseiventris)",6/26/19,1115,1
13015,"Abundance, occupancy, trends: Ecological Correlates to Habitat Use in the Coastal Cactus Wren",6/26/19,1130,1
13432,"Abundance, occupancy, trends: Sea level rise impacts on waterbird habitat across the Hawaiian Islands",6/26/19,1145,1
13545,"Behavior: Provisioning coordination increases with mate familiarity in a long-lived pelagic seabird, the Manx shearwater",6/26/19,1030,2
12891,Behavior: Inter- and intra-specific variance in boldness behavior of hybridizing Black-capped and Carolina chickadees,6/26/19,1045,2
13078,Behavior: Hierarchical fear: predation risk has direct and indirect effects on nestling growth and stress,6/26/19,1100,2
13273,Behavior: Increased predator density changes nest attendance behavior of Yellow-headed Blackbirds (Xanthocephalus xanthocephalus),6/26/19,1115,2
13257,Behavior: Habitat- and sex-specific parental care in the monomorphic Red-headed Woodpecker,6/26/19,1130,2
13431,Behavior: Parental Behaviors Mediate the Effects of Bird Blow Fly Ectoparasitism on Nestling Wood Thrushes in Suburban Forests,6/26/19,1145,2
12932,Biogeography: Modeling the implications of future bioenergy scenarios on bird diversity and abundance in the Northern Great Plains,6/26/19,1030,3
12463,"Biogeography: Extraordinary plumage polymorphism in the Variable Antshrike (Thamnophilus caerulescens, Thamnophilidae) is consistent with Gloger’s Rule",6/26/19,1045,3
13104,Biogeography: Natural selection on body size during range expansion in Red-bellied Woodpeckers,6/26/19,1100,3
12971,Biogeography: Modelling the niche in present and past climatic scenarios for the Great Tit,6/26/19,1115,3
12973,Biogeography: How do dispersal and migration influence range expansion of birds?,6/26/19,1130,3
12256,Biogeography: The importance of geography and environment for diversification: a case study in the Northern Double-collared Sunbird Cinnyris reichenowi,6/26/19,1145,3
13037,Breeding biology: A holistic approach to demographic monitoring of declining grassland songbirds,6/26/19,1030,4
13328,Breeding biology: Variation in nest survival of the federally threatened Streaked Horned Lark on grasslands in the South Puget Sound Lowlands,6/26/19,1045,4
12877,Breeding biology: Seasonal variation in effects of competing predators on avian nest success,6/26/19,1100,4
13471,Breeding biology: Patterns of nestling growth rates in tidal marsh sparrows mirror colonization of specialist habitat,6/26/19,1115,4
13021,Breeding biology: To burn or not to burn? Breeding success of king rails in a fire-managed coastal marsh,6/26/19,1130,4
13295,"Breeding biology: Not so secretive marshbirds: Using technology to research a cryptic species, the Clapper Rail",6/26/19,1145,4
13242,Climate: The risk of climate change vs forest loss on restricted range tropical birds: The case of birds of West Africa,6/26/19,1030,5
13381,Climate: Understanding the effects of nest site temperature on songbird reproductive fitness and parental care,6/26/19,1045,5
12936,Climate: Extreme weather lengthens incubation periods and lowers productivity for a sagebrush-obligate songbird,6/26/19,1100,5
12795,Climate: Intraspecific variation in morphological traits of an understory insectivore across a precipitation gradient in the tropics,6/26/19,1115,5
12922,Habitat relationships: Guild-specific Effects of Intensive Forest Management on Avian Abundance,6/26/19,1030,6
13448,Habitat relationships: Influence of reproductive status of greater sage-grouse on habitat selection in a juniper dominated landscape,6/26/19,1045,6
12912,Habitat relationships: Multi-scale approach to evaluating space use in invasive avian dispersers and the implications for seed dispersal,6/26/19,1100,6
13164,"Habitat relationships: Patterns of home range resource use by the Volcano Junco, a Costa Rican highland endemic",6/26/19,1115,6
13075,Habitat relationships: Cascading effects of widespread disease-induced mortality of a foundation tree species on Hawaiian forest bird communities,6/26/19,1130,6
12756,Habitat relationships: Greener pastures: idiosyncratic avian responses to early forest regeneration in the Maya Biosphere Reserve,6/26/19,1145,6
13038,Molecular ecology: Variation in the microbiome of Kirtland’s Warblers between their wintering and breeding areas,6/26/19,1030,7
13505,Molecular ecology: Admixture mapping the genetic basis of species differences in avian hybrid zones,6/26/19,1045,7
13475,Molecular ecology: Population genetics and phylogeography of Merlin (Falco columbarius) in North America,6/26/19,1100,7
13071,Molecular ecology: Asymmetric Gene Flow in an Understory Fijian Bird,6/26/19,1115,7
12837,Molecular ecology: Does range expansion or ongoing dispersal explain apparent panmixia in Bachman’s Sparrow? A temporal study using museum DNA,6/26/19,1130,7
13334,Molecular ecology: The Common Loon Genoscape,6/26/19,1145,7
12768,Sexual selection/Parental care: Testing the Hotspot Hypothesis: Lesser Prairie-Chicken Lek Formation and Female Space Use,6/26/19,1030,8
13036,Sexual selection/Parental care: Direct effects of Brown-headed Cowbird (Molothrus ater) brood parasitism on the growth and development of grassland songbirds,6/26/19,1045,8
12492,"Sexual selection/Parental care: Influence of both male and female attractiveness on reproductive success, offspring phenotype, and nestling sex ratio",6/26/19,1100,8
13366,Sexual selection/Parental care: Frontline defenses against a purported mafia brood parasite,6/26/19,1115,8
13308,Sexual selection/Parental care: Social versus genetic mating systems: the complex mating system of the lark bunting,6/26/19,1130,8
12704,Behavior: Plasticity of aggressive behavior in Bachman’s Sparrows,6/26/19,1400,2
12701,Behavior: Exploratory Behavior in Brown-Headed Nuthatches may Indicate Successful Population Reintroduction Strategy,6/26/19,1415,2
13002,Behavior: Incubation Behavior of Trumpeter Swans Measured by Continuous Infrared Videography,6/26/19,1430,2
13329,Behavior: Deep snow and dense cover influence habitat selection in a winter-adapted bird,6/26/19,1445,2
13386,"Behavior: Stinky is sexy: the major histocompatibility complex, mate choice and personal odor in Leach’s storm-petrels",6/26/19,1500,2
12767,Behavior: Dominance rank and sex predict social network position in winter social groups in a passerine bird,6/26/19,1515,2
12924,Conservation: Captivity and the Gut Microbiota of 'Akikiki: Implications for Conservation of a Critically Endangered Hawaiian Honeycreeper,6/26/19,1400,6
12850,Conservation: Down in the ‘weeds’ searching for answers to Wood Thrush fledgling and juvenile survival,6/26/19,1415,6
13064,Conservation: Comparison of abundance and annual return rates of wintering Piping Plovers on natural and man-made beaches in the Mississippi Sound,6/26/19,1430,6
12962,"Conservation: Patterns of northern bobwhite juvenile survival on extensive prairies and mixed agricultural, grassland, and wooded landscapes in Missouri",6/26/19,1445,6
13391,"Conservation: Cumulative effects of forest harvesting, wildfires, and roads on Olive-sided Flycatcher habitat in British Columbia, Canada: Implications for Environmental Assessment processes",6/26/19,1500,6
13417,Conservation: Responses of State-Endangered Common Terns (Sterna hirundo) in Ohio to the Use of Artificial Nesting Platforms,6/26/19,1515,6
13094,Disease/Ecotoxicology: Geographic variation in host immunogenetics and malarial parasite infection in a Catharus thrush species complex,6/26/19,1400,3
12778,Disease/Ecotoxicology: Regional variation in the abundance of House Finches created the context that determined the impact of an emerging pathogen,6/26/19,1415,3
13190,Disease/Ecotoxicology: Cross-ecosystem subsidies in Acadia National Park: How invertebrates can help us understand mercury exposure in songbirds,6/26/19,1430,3
12857,Disease/Ecotoxicology: Assessing halogenated marine persistent organic pollutants in the critically endangered California condor and their marine mammal prey,6/26/19,1445,3
12810,"Disease/Ecotoxicology: The effects of climate, habitat, and diet on methylmercury bioavailability for New York songbirds",6/26/19,1500,3
13141,Disease/Ecotoxicology: Are wetlands hotspots for bioaccumulation of mercury in songbirds?,6/26/19,1515,3
12487,"Endocrinology/Physiology: Chronic, sublethal effects of high temperatures will cause severe declines in arid-zone birds during the 21st Century",6/26/19,1400,8
12968,Endocrinology/Physiology: Will low oxygen slow range shifts? Response to a novel high elevation environment from populations across a hummingbird range,6/26/19,1415,8
12852,Endocrinology/Physiology: Out in the cold: a novel approach to understanding the physiological drivers of phenotypic flexibility in Dark-eyed Juncos,6/26/19,1430,8
13270,Endocrinology/Physiology: Long-term effects of early-life stress on the HPA axis in a short- and long-lived bird,6/26/19,1445,8
12982,Endocrinology/Physiology: Do high-energy lifestyles in birds promote high maximal metabolic capacities?,6/26/19,1500,8
13059,Endocrinology/Physiology: From shallow to deep: A torpor spectrum in hummingbirds uncovered using thermal imaging,6/26/19,1515,8
12931,Genomics: Genomic differentiation along the speciation continuum in three hummingbird species pairs,6/26/19,1400,7
12417,Genomics: Genomics and Color Morphs: Comparison of whole genome sequence data between a melanin-based and a carotenoid-based species,6/26/19,1415,7
13020,Genomics: Genomics of parallel divergence and local adaptation in two North American woodpeckers,6/26/19,1430,7
12872,Genomics: A genomic comparison between flycatchers only distinguishable by innate song differences,6/26/19,1445,7
12647,Genomics: Gradual evolution towards flightlessness in Steamer-Ducks,6/26/19,1500,7
12712,Genomics: Is mutation rate linked to diversification in birds?,6/26/19,1515,7
12702,"Migration: Quantifying passage population size and migration phenology of endangered rufa Red Knots staging in southwestern James Bay, Ontario, Canada",6/26/19,1400,5
13029,Migration: A comparison of spring and fall body condition and hematological parameters in two migratory songbirds,6/26/19,1415,5
12920,Migration: Annual variation in use of a spring stopover site by three migratory shorebirds,6/26/19,1430,5
13533,Migration: What causes vagrancy in some New World  warblers along the Pacific Coast?,6/26/19,1445,5
12287,Migration: Migratory bird use of stopover sites in Midwestern forests and urban habitats during spring and fall,6/26/19,1500,5
13255,Migration: What can weather surveillance radar data tell us about stopover duration of migrating land birds?,6/26/19,1515,5
12915,Songs/Vocalizations: Partitioning of signal space in a breeding warbler community,6/26/19,1400,4
12916,Songs/Vocalizations: Examining the Effect of Helicopter Noise on Bird Assemblages in Hawai‘i's Protected Natural Areas,6/26/19,1415,4
12864,Songs/Vocalizations: Developmental experience may contribute to adult female preferences for male mating signals,6/26/19,1430,4
12998,"Songs/Vocalizations: Morphologically, genetically and vocally divergent Warbling Vireo subspecies exhibit indiscriminate aggression toward intruders in a new contact zone",6/26/19,1445,4
13319,Songs/Vocalizations: What drives flexible signaling? Anthropogenic noise and social context affect male house wren vocal behavior,6/26/19,1500,4
12695,Songs/Vocalizations: Who is there? Response to different type of territorial intruders,6/26/19,1515,4
12875,Behavior: Social network metrics predict future social status in male lance-tailed manakins,6/26/19,1600,2
13099,Behavior: Effects of the Social Environment on Cloacal Microbiome Diversity,6/26/19,1615,2
13314,Behavior: Differences in foraging strategies among Common Loons overwintering on a large freshwater reservoir in northwest South Carolina,6/26/19,1630,2
13188,Behavior: Does object neophobia predict exploratory behavior in a free-living wild bird?,6/26/19,1645,2
13302,Behavior: Timing of breeding in American coots: bet-hedging against nest predation when reproductive performance declines with season,6/26/19,1700,2
13281,Behavior: Neighbor-stranger discrimination in a Neotropical suboscine bird: embracing behavioral complexity to uncover patterns,6/26/19,1715,2
12979,Conservation: Where in the world are migratory birds declining during the annual cycle? The winter survival of a near threatened shorebird in South America,6/26/19,1600,6
13374,Conservation: What factors influence nest survival of the endangered Yellow-headed Amazon?,6/26/19,1615,6
13324,"Conservation: Effects of translocation on burrowing owl (Athene cunicularia) survival, fidelity, and nesting rates in Arizona",6/26/19,1630,6
13321,Conservation: Landscape matrix and species traits mediate avian responses to forest fragmentation,6/26/19,1645,6
13004,"Conservation: Demographic consequences of road mortality to Snowy Plovers at Gulf Islands National Seashore, FL",6/26/19,1700,6
13271,"Conservation: When prioritizing regions for migratory bird habitat conservation, quantifying costs can supersede parametrizing a population model",6/26/19,1715,6
12876,Genomics/Systematics: Identifying and characterizing transposable element polymorphisms in the Northern Flicker (Colaptes auratus) species complex,6/26/19,1600,7
13236,Genomics/Systematics: Immigration may decouple heterozygosity and inbreeding in declining populations of Florida Scrub-Jays,6/26/19,1615,7
12904,Genomics/Systematics: Phylogeny of the Hawaiian Thrushes (Myadestes) Based on UCE and Mitochondrial DNA Sequences,6/26/19,1630,7
12788,Genomics/Systematics: Reconciling the mitonuclear compatibility species concept with rampant mitochondrial introgression,6/26/19,1645,7
12986,Genomics/Systematics: The Common Yellowthroat genoscape- a genomic approach to delineating conservation units,6/26/19,1700,7
13152,Genomics/Systematics: A genomic investigation of the potential despeciation of deeply divergent lineages in a Malagasy passerine,6/26/19,1715,7
12466,Human dimensions/Policy: Wedge-tailed Shearwater Persistence in Human-Dominated Areas,6/26/19,1600,8
12705,"Human dimensions/Policy: If You Build It, They Will Come: Avian Utilization and Predation at a Large-Scale Photovoltaic Solar Facility",6/26/19,1615,8
13490,Human dimensions/Policy: Engaging undergraduate students in an authentic course-based research experience using archived nest video footage,6/26/19,1630,8
13478,Human dimensions/Policy: The Nsf is Growing Pathways to Stem for Rural Community College Students via Community Partnerships and Intensive Mentoring,6/26/19,1645,8
13239,Human dimensions/Policy: Engaging with veterinarians to reduce cat overpopulation and cat impacts on wildlife populations,6/26/19,1700,8
12989,"Human dimensions/Policy: Evaluating bird feeders as tools to connect people with nature, and challenges associated with middle school interventions",6/26/19,1715,8
13251,Migration: Assessing optimality of migratory landbirds crossing the Gulf of Mexico using individual-based modeling of telemetry data,6/26/19,1600,5
12835,Migration: Movement and Distribution of Red Knots (Calidris canutus) in the Southeastern U.S,6/26/19,1615,5
13534,Migration: Movement patterns and habitat use of endangered whooping cranes during migration through Canada’s oil sands mining region,6/26/19,1630,5
13098,Migration: Revisiting Red-winged Blackbird Migration: Fine-scale Temporal and Spatial Movements of Individuals Across Annual Migration,6/26/19,1645,5
13228,"Migration: Age-, Sex-, and Size-Related Differences in the Distribution of Migrating Landbirds on the Northern Gulf Coast",6/26/19,1700,5
13149,Migration: Assessing the potential for using weather radar to predict bird collisions,6/26/19,1715,5
12641,Morphology/Molt: Simultaneous rectrix molt and comparative molt ecology of eastern wood-warblers,6/26/19,1600,4
13287,Morphology/Molt: Glare reduction properties of dark avian facial markings,6/26/19,1615,4
13240,Morphology/Molt: Evolution of molt-migration: a large-scale phylogenetic approach,6/26/19,1630,4
13355,Morphology/Molt: Molt-migration in the Mexican Monsoon: 90 years of specimens reveal a phenological mismatch caused by anthropogenic climate change,6/26/19,1645,4
12823,Morphology/Molt: The role of diet and nesting in bill shape diversification of frugivorous Asian barbets,6/26/19,1700,4
12666,"Urban ecology: Urban habitat use by the an Endangered Hawaiian waterbird on O'ahu, Hawaii",6/26/19,1600,3
13518,Urban ecology: Urbanization and elevated cholesterol in American crows,6/26/19,1615,3
12933,Urban ecology: Investigating the influence of polarized light and artificial night lighting on bird-building collisions,6/26/19,1630,3
13433,Urban ecology: Relationships between local- and landscape-scale management and urban bird communities across six major metropolitan areas: Do yards matter?,6/26/19,1645,3
13463,Urban ecology: Effects of habitat type on provisioning Florida Burrowing Owl space use and movements,6/26/19,1715,3
13263,Urban ecology: Songbirds alter their use of bird feeders in response to vocalization playback,6/26/19,1715,3
13362,Agriculture: GPS-tracking Reveals Selection for Prairie Ponds by Tree Swallows in Cropland-Dominated Landscapes,6/25/19,1030,3
12683,Agriculture: Impact of Wildfires on Barn Owl Habitat Selection in a Vineyard Agroecosystem in Napa Valley,6/25/19,1045,3
13230,Agriculture: Does a “Sonic Net” Protect Sunflower from Damage by Blackbirds?,6/25/19,1100,3
13283,Agriculture: Quantifying multiple-benefits of bird conservation in the agricultural mosaic of California’s Central Valley,6/25/19,1115,3
12722,Agriculture: Estimating the Effect of Prairie Strips on Grassland Birds,6/25/19,1130,3
13079,Agriculture: Comparing land-sparing and land-sharing conservation approaches in a coffee-growing region with high avian biodiversity,6/25/19,1145,3
12793,Biogeography: Climate delineates the northern range boundary of the Northern Cardinal,6/25/19,1030,2
13049,Biogeography: Montane biogeography and the evolution of disjunct ranges: a case study in the Diglossa flowerpiercers,6/25/19,1045,2
12474,Biogeography: Diversification and biogeography in an Indo-Pacific bird radiation (Pachycephalidae),6/25/19,1100,2
12773,Biogeography: Patterns and mechanisms of heterogeneous breeding distribution shifts in North American migratory birds,6/25/19,1115,2
13383,Biogeography: Is specialism an evolutionary dead-end? Estimates of transition rates between generalism and specialism in a New World clade,6/25/19,1130,2
12957,Biogeography: Cryptic bird species on a remote archipelago of the Pacific Ocean,6/25/19,1145,2
13502,Conservation/Popn Dynamics: Cutting out without losing out: subsampling soundscapes for long-term avian biodiversity monitoring,6/25/19,1030,5
